,CAND_ID,numdonat
993,H8NJ04196,2
994,H8NJ05052,2
995,H8PA08174,674
996,H8PA15187,1
997,S6LA00334,2
998,H0MI02094,45
999,H6WA09025,149
1000,H8FL18028,3120
1001,H8TX27056,108
1002,H8WV02115,275
1003,H2FL11042,5
1004,H6IN02155,1
1005,H8CT04172,73
1006,H8ID02148,14
1007,H8NC13075,8
1008,H8TX10110,184
1009,H8VA11062,65
1010,H8WI01024,1544
1011,S0SC00149,211
1012,H2CT02112,58
1013,H2OK02083,28
1014,H8FL06148,203
1015,H8FL16055,304
1016,P40003576,57
1017,S6FL00319,6
1018,H6CA33106,2
1019,H8NJ07223,2450
1020,H8OH15076,153
1021,S4MI00355,29
1022,S4SC00240,34
1023,S6VA00093,111
1024,H2GA02031,39
1025,H4MI04126,19
1026,H6VA04061,26
1027,H8AZ04140,2
1028,H8FL27029,24
1029,H8GA04125,3
1030,H8MI03079,7
1031,H8NM02073,24
1032,H8TX32106,44
1033,H0CT03072,85
1034,H0KY05015,43
1035,H4PA09056,1
1036,H8AZ08083,5686
1037,H8IL04134,29
1038,H8KS02173,330
1039,H8NV03218,10
1040,S0CT00177,6
1041,S6RI00163,23
1042,S8MA00276,873
1043,H2NC07096,28
1044,H2NC13110,262
1045,H4CA35031,28
1046,H8IL06105,2
1047,H8MI08094,1
1048,S8VA00354,12
1049,H2NY00010,13
1050,H8IN04157,8
1051,H8MS01145,23
1052,H8NJ07215,17
1053,H8PA15229,992
1054,S2SD00068,76
1055,S8MT00218,35
1056,S8MT00234,3183
1057,H2TX33073,96
1058,H8IL03136,13
1059,H2HI02128,32
1060,H2OH03067,69
1061,H8GA03051,15
1062,H8MO04071,72
1063,H8NY01197,4
1064,H8NY21286,17
1065,S8MN00438,225
1066,S8MN00552,7
1067,H6CA25177,28
1068,H6MD07160,170
1069,H8FL26054,4
1070,H8FL27136,40
1071,H8NC08083,56
1072,H0GA08099,3
1073,H8CO07094,4
1074,H8TX29094,2
1075,S4AK00214,57
1076,H2MA09072,12
1077,H4NC05146,245
1078,H6CA24113,72
1079,H6TX15204,4
1080,H8NJ03206,4590
1081,H8PA01153,22
1082,S6MD03177,203
1083,S8MI00414,2
1084,H4MO05234,30
1085,H6LA03148,35
1086,H8CA48035,1467
1087,H8KS02249,4
1088,H8MO02190,2
1089,H8OK01124,16
1090,H4AZ04024,2
1091,H6TX34031,6
1092,H8CA28185,1
1093,H8MI02113,361
1094,H8MI09092,2
1095,H8TX31058,5320
1096,H8WV01067,18
1097,S8FL00281,1
1098,S8MD00302,138
1099,H6MN02149,129
1100,H6NY11174,156
1101,H6TN01388,13
1102,H8UT02255,259
1103,H2NC01081,100
1104,H6CA29203,1
1105,H8NY22151,1086
1106,H8TX29052,56
1107,H8WA08122,1
1108,H8GA06369,34
1109,H8IL13150,1427
1110,H8TX23170,1
1111,S6AL00195,1
1112,H0NY02085,3
1113,H4MA05084,36
1114,H8FL01107,2
1115,H8MI11304,1
1116,H8NC05063,37
1117,H8NH01186,311
1118,H8NM01406,3
1119,H8NY11113,920
1120,H8OH01043,148
1121,P80001571,2867
1122,H6FL09195,10
1123,H6MD06212,50
1124,H6OR04047,167
1125,H8CA49074,42
1126,H8IN07184,91
1127,H8WA08163,6
1128,S8DE00103,24
1129,S8NY00215,97
1130,H0OK01089,4
1131,H8CA12171,9
1132,H4VA08224,97
1133,H8CT05187,2
1134,H8IN02169,122
1135,H2CA50026,4
1136,H2MI11133,1
1137,H2TN05131,11
1138,H8CA09144,7
1139,H8IA04122,2
1140,H8TX16083,2
1141,H8TX29086,12
1142,H0IL05096,22
1143,H6CA20152,42
1144,H6FL13148,70
1145,H6OR02116,263
1146,H6PA10125,1
1147,H8CA25074,1101
1148,H8NV02095,17
1149,H8OH11141,37
1150,H8TX12074,37
1151,H4CA12055,134
1152,H8NC02094,8
1153,H8OH05150,21
1154,H8OH12297,14552
1155,H8VA10171,32
1156,H0VA09055,55
1157,H2UT02324,59
1158,H4CA25123,157
1159,H8KS03114,48
1160,H8WV03113,2
1161,S0KS00091,18
1162,S8UT00143,89
1163,H2KY04121,28
1164,H6MN05183,144
1165,H6WI03099,46
1166,H8NC06079,23
1167,S4HI00136,28
1168,S8FL00273,4138
1169,S8PA00320,2204
1170,H0GA07125,7
1171,H2FL22072,6
1172,H2TX35011,67
1173,H6MS01131,38
1174,H8PA13125,10
1175,S0NH00219,17
